0,1,2,3,4,5,6,7,8,9,10
-3.3511193749338055,-1.325485196184775,-4.510212043788246,8.329199747843392,1.1407756291691784,-3.1588908711973267,-2.6263695362155035,5.100836713105535,-1.2480572595607349,-0.41119797958203286,0.0
-6.762502882521752,-1.8371128944223434,5.8426506062527395,3.439875979597618,3.6661137570169458,-2.930891336875508,0.3361565126281903,1.433242654278495,0.8981608019801353,-1.1940539546790134,0.0
-6.143648448970163,6.22696661002682,1.2116550014974985,2.326202837623143,0.42713647583981124,-0.9987812302235147,0.3342952951199893,-3.8937993373385944,-0.0711137153273052,1.4129699124231225,0.0
-7.909053871094592,4.304186454916841,4.25978699093446,2.4836235101022517,-1.0400318494159484,-1.3089649233958147,2.0631185407773773,-4.434770048218059,-0.8254956815765038,0.6435528589755061,0.0
-8.206217986724537,2.532667948027199,6.720400401072723,1.4845545405159513,-1.6511433133868592,-1.7297328817002684,-0.21004429090383459,-4.5902663051812125,-1.5622477147814793,1.4989781963944189,0.0
-5.855766334068904,0.6509423366983509,6.451033047929812,2.842781450236087,3.7090119033253917,5.245287793976375,-2.7928673805701414,0.43549486137082005,0.7648934125663978,0.5551474229828046,0.0
-5.649148599402142,9.799345503799298,1.2522023987662056,0.7176953099373928,-1.0319207606665415,0.782502806239229,1.2895096245503985,-2.6659901690980154,1.7644594491739658,1.1266655411879758,0.0
-7.449125652611821,4.416293061997978,6.533802799781856,1.6671134145868916,3.2396400056637087,0.07816473140099728,2.212884172672127,-1.0322980215279647,-1.5666755940575945,0.567010877381075,0.0
-4.066210445370076,-4.163298479293991,0.26376029039656257,5.902108504864867,-0.0196945848879116,2.6603807966671993,-0.05660264211073932,-4.2015599055044826,-0.6529655458099834,-0.2550644155842197,0.0
-7.769209753749046,1.8510271360266353,7.792639594350804,1.6436590446204404,-1.232814650933762,2.9772302239392583,-3.862788344578174,-1.8873980998323447,1.2644391922377956,1.0339770256044045,0.0
-3.690090230266272,8.902134356119786,-4.636424601492124,6.923973834131047,2.2808339486441933,-3.0342472449609903,2.2472390655786065,1.896161370216102,1.309765705788123,-0.766658463313468,0.0
-3.80358929448297,-8.917447537479202,8.264363850317812,2.5540988927551758,0.045942064407453485,-2.37260468024357,-0.7838235507051031,0.9282083090950659,1.7916694864740907,2.0551981563218606,0.0
-7.165926914634321,2.48224519010867,-0.17567235762393407,5.6982440489574575,-1.8744140122164221,-3.107179509390166,1.0772542651201649,2.4260960060463184,0.7238634160417688,-2.0095045736609993,0.0
-3.007720585742717,-6.747923904943463,2.0945441770856887,6.1740112924999755,-5.157053086158022,0.9885146274445666,0.7033587470107532,0.6772105152748674,-3.0786865137276096,1.635898685631498,0.0
-8.449033406218714,-1.4408008700671597,3.4571177855492725,3.5014378207264913,-2.9392177180498096,-3.932658629057167,-1.8256230060602043,3.3246093284775045,0.7324173787989249,-1.5039555205889892,0.0
-5.577990549092414,-1.586374455016006,-0.9728916409902293,7.025382851760889,2.018691000536306,2.655299321017265,-1.839908770706268,-4.085005478238569,-0.5685918490208308,-0.2777831292264659,0.0
-8.003524257225546,2.0532539574555715,6.898658052461167,2.6459702669392713,3.4427539009611614,-3.615351427719112,1.5352035552558227,1.1318791923649623,0.7999584328233561,-0.7840810226282585,0.0
-4.429063075176968,-6.77734101188911,3.2963894288905733,5.663316897332752,-0.811384018462528,-0.7035301904318275,-1.8246191189552063,-1.0222959128367575,3.34721075802119,1.9237357186979507,0.0
-8.412563379950532,2.658387902945257,0.2892773233753966,6.022120660151869,-2.4819848549204684,-3.4001036311170254,1.3697243775620866,3.670330669610885,1.3026314047503822,-2.145742271742396,0.0
-4.480684662963202,1.8304639104496867,-2.146318876042032,7.57396415850427,0.6804508238438349,-2.277487114465546,-1.537513196410795,3.769787951189214,-1.0751772361643552,0.114762135529027,0.0
-7.701907239625899,5.85056512193645,1.3189448193688351,3.7586870866926487,-4.396822614579573,-0.40899962044276605,2.784751714855424,-0.01569856702088465,-2.6663438638105066,-0.1669506181592335,0.0
-4.612572433069502,4.082851444752502,-0.10927159593080495,5.317661621519018,1.6427118642322347,6.234347685883011,-1.763231234818756,-1.9740394449614904,3.1819497420765144,0.1515386803291639,0.0
-6.624423691237241,-2.220807476723014,10.821230745946451,0.602580411691731,0.4531214263246504,3.540100386115318,-6.417327948394001,-0.25071429916312854,0.17643384653919217,1.499408226991358,0.0
