0,1,2,3,4,5,6
0.03141358487546829,0.9976114661847656,0.010494752641139044,0.161902455387138,0.0,0.49263158268553253,0.0
0.029105690962349145,0.054140126809605116,0.041979009899428175,0.0,0.0,0.0,0.0
0.0,0.004777069430310532,0.2083958001175273,0.0,0.0,0.0,0.0
0.04120115374787229,0.10828025361921019,0.004497751131916734,0.0,0.0,0.0,0.0
0.02110149475770367,0.013535030352520072,0.01499250344049178,0.17599321837888712,0.0,0.6768421019104465,0.0
0.0187044322111966,0.015923565967596143,0.028485756836241972,0.15620962660211082,0.07696804227538566,0.6210526382698248,0.0
0.022166273111841918,0.022292993074571228,0.013493253063186203,0.16828165433307057,0.08840374722708809,0.6936842094863207,0.0
0.021736165591553086,0.003980891491899036,0.04947526178595607,0.0,0.0,0.0,0.0
0.01959611823540986,0.0183121015826722,0.0404797595221226,0.19682654678831565,0.0,0.6757894723460351,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.021778127284988614,0.026273884566470264,0.05397301391556479,0.19436369174130935,0.0,0.8094737033886173,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.048292682508704644,0.004777069430310532,0.0029985007546111525,0.0,0.0,0.0,0.0
0.04093889297035898,0.3702229267450261,0.010494752641139044,0.3095526545497973,0.0,0.6063157967318317,0.0
0.06467348389050072,0.2754776980788111,0.00749625188652789,0.26073966669778254,0.0,0.6526315873836921,0.0
0.0362444267560337,0.40445859609513607,0.00599700150922231,0.1558866286541854,0.0,0.6368421128267585,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.021159192035856797,0.03423566755026833,0.010494752641139044,0.0,0.0,0.0,0.0
0.2555992648903317,0.003980891491899036,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.049530553130834674,0.5756369428456857,0.017991004261615734,0.14252261104526845,0.04871358565183147,0.5526315853109747,0.0
0.047951743652770336,0.18710190911846256,0.0029985007546111525,0.21410691212364763,0.0,0.6284210590388213,0.0
0.0105953316955458,0.004777069430310532,0.06746626598105901,0.0636708666641619,0.02104230415457687,0.7684210467406978,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04292158370516121,0.1926751582870262,0.02998500721354755,0.16698966541198554,0.046089986894108745,0.6915789503574978,0.0
0.028785732906682703,0.053343948871193626,0.013493253063186203,0.13440730052141733,0.0,0.729473683766892,0.0
0.015142931998330026,0.010350316799032533,0.02098950498297049,0.0,0.0,0.0,0.0
0.03117755033053931,0.046974521764218534,0.01649175391756656,0.08672480692244973,0.0,0.7631578989186405,0.0
0.04302124289351607,0.18869426679512713,0.022488755327019667,0.0,0.0,0.0,0.0
0.019947547646311098,0.06926751483878975,0.04797601140865049,0.12294089250750943,0.046608668968050354,0.7305263133313035,0.0
0.018630998945760074,0.09394904352843701,0.03148425759085313,0.19270833156411654,0.041867804280806775,0.7778947473656919,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.024510883629809382,0.03582802522693292,0.03898050914481702,0.1845122715532841,0.0,0.7557894919677604,0.0
0.01429845269730296,0.017515921844419108,0.08395802146167636,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03211644338760477,0.11783439427967282,0.028485756836241972,0.13985788180237269,0.0,0.7431579026495319,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01857854679025741,0.017515921844419108,0.03148425759085313,0.20086402113738316,0.0,0.7021052805469032,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07485968982599013,0.9267515936693114,0.004497751131916734,0.22197997992778778,0.067627645750832,0.4305263209312675,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07257277547447487,0.9936305764927083,0.0029985007546111525,0.17296511692301136,0.0,0.433684213079031,0.0
0.03316548618799202,0.09394904352843701,0.03448275801290029,0.13703165454238636,0.059682753169717925,0.7210526472516006,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02226068696078011,0.02547770662805878,0.008995502263833468,0.13020833389649247,0.0,0.8894736884650516,0.0
0.027238394752886568,0.031050953996780782,0.035982008390205864,0.13061208133139923,0.020051593500023016,0.7642105284830519,0.0
0.03348544424365846,0.02786624044329323,0.01949025461564183,0.15366602111125094,0.04152064386156701,0.7231579063804234,0.0
0.00900078684953006,0.015127388029184646,0.05847076238696955,0.07994186111573373,0.06311319043129181,0.6799999906036809,0.0
0.02853920780678679,0.0183121015826722,0.01649175391756656,0.0,0.0,0.0,0.0
0.0503802775545122,0.17914012613466448,0.013493253063186203,0.1710675073280023,0.0,0.6589473751337481,0.0
0.06116968126545326,0.9761146438492393,0.008995502263833468,0.22678455957165922,0.03990147737408325,0.5610526356443827,0.0
0.019485968801754072,0.02070063539790666,0.028485756836241972,0.0,0.0,0.0,0.0
0.028769997229065307,0.019108279521083682,0.01649175391756656,0.15867248164911713,0.04274050779020757,0.836842106608606,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.030878573075140733,0.16878980753579037,0.11544227738970947,0.15677487205410806,0.015207815819958335,0.42000000455997843,0.0
0.031896144520293185,0.1719745210892779,0.023988005704325244,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0435614998164941,0.11066878923428625,0.02998500721354755,0.10646802395573535,0.0,0.7168421289939546,0.0
0.02956726949724018,0.041401272595654924,0.010494752641139044,0.1673934118900201,0.0,0.8168421103394975,0.0
0.033836873654559695,0.00318471175364593,0.004497751131916734,0.0,0.0,0.0,0.0
0.024227642089188126,0.03184713193519226,0.028485756836241972,0.19686692679460335,0.03618151089590076,0.7768421178012804,0.0
0.023377917470421016,0.08837579507981005,0.023988005704325244,0.07037306260114767,0.04576066478363647,0.6136842175008282,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.024154209096257682,0.056528660624839557,0.06446776589157584,0.0,0.0,0.0,0.0
0.013548386842648289,0.0183121015826722,0.035982008390205864,0.16392118969105518,0.0,0.6694736915050372,0.0
0.021966954982864998,0.1257961772634709,0.02548725608163082,0.1148659572055851,0.032617972503543355,0.750526309600412,0.0
0.015510096777182661,0.007961782983798071,0.03448275801290029,0.09463824372884747,0.0,0.8147368512106745,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02565434021410496,0.038216559042167364,0.022488755327019667,0.13057170610947244,0.0,0.6242105338721173,0.0
0.02788880114048698,0.00318471175364593,0.023988005704325244,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01369000763153888,0.007961782983798071,0.02548725608163082,0.1506379206122474,0.04039820486292868,0.7800000064945147,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01539994734352687,0.007961782983798071,0.046476761031344904,0.10929425121572164,0.0,0.6305263216221734,0.0
0.024752163449125168,0.004777069430310532,0.02098950498297049,0.1388485146504141,0.0,0.7021052805469032,0.0
0.021290322424613456,0.05812101830150414,0.01649175391756656,0.18842861545221035,0.0,0.5231578987804594,0.0
0.06474167234295276,0.35987261354567684,0.010494752641139044,0.19339470555251065,0.03428928154738424,0.4105263212076299,0.0
0.01128769996238134,0.009554138860621036,0.0404797595221226,0.1208414087166109,0.0,0.7105263170621949,0.0
