0,1,2,3,4,5,6,7,8,9,10,11,12
0.5292788307710208,0.35883564710436755,0.6329635414599022,0.2327593804278659,0.11531530734336076,0.40489087416192815,0.8166045885129064,0.48710011168276923,0.2430053973430157,0.6678367558226529,0.4788397987305462,0.437307579897792,0.0
0.5605810344866164,0.3239048210241193,0.6324885249985969,0.24768104567543733,0.1282333927261028,0.43683708353121886,0.77978100188336,0.48450944723488254,0.22757013596825776,0.6187058882612071,0.5137137239245785,0.452240089211989,0.0
0.5616429528759731,0.32213146812330384,0.6445959690678043,0.2704073879001484,0.15016910821724982,0.45209780036881586,0.7716941631858203,0.46748222881697293,0.19704850610862468,0.5932506544730156,0.5409776095646959,0.4703449586997295,0.0
0.6270415526473003,0.32269441198480375,0.6862406759196771,0.28634983022901905,0.16823470741528945,0.519024820191596,0.72858303695268,0.4740857221036759,0.14909322837888772,0.5324068768277277,0.62505386121131,0.44377431409770746,0.0
0.6037147006110618,0.33333293464787894,0.6678108585751423,0.3398472928589322,0.2025095393973793,0.5726881623816431,0.6925230016071604,0.4651851573482212,0.16708570468866063,0.4092127137097448,0.6455325532764324,0.49845922041660623,0.0
0.5449601389041163,0.3556166607461877,0.6339245257706698,0.3995950200512262,0.23541279660304537,0.5959220609187877,0.6783037352968845,0.4007638114945174,0.16283400995894262,0.381453786414518,0.6855718785559392,0.5684511902025713,0.0
0.6231465093852017,0.2992050610726313,0.7002057492049977,0.37310616706186217,0.2679949662573643,0.6274147380851528,0.6348013265577748,0.38979752653786937,0.08922160896604742,0.4140055293794964,0.7428098580526248,0.5531441267355051,0.0
0.6068046906989285,0.305072514903859,0.6915965891901585,0.4389001421870999,0.31437884412273887,0.6316612542304714,0.6102195785357029,0.3541976162598838,0.07300458759160944,0.3928203054679562,0.7810236180312387,0.571825015109855,0.0
0.6294200171392643,0.28108201637560637,0.6985698855990614,0.4409992928811381,0.3498545941118358,0.6461635882098742,0.5710803199910336,0.33103547894997054,0.04317474535317656,0.4176497175432248,0.8126966483817014,0.5387691923534201,0.0
0.5780147540873566,0.27749464465763485,0.7180565119007366,0.4542152680771572,0.3794249878170028,0.6798415632313741,0.496865737062159,0.2891197965048343,0.08886671791759931,0.41928380757141254,0.8295224511116074,0.5538662784923627,0.0
0.5263280132997112,0.25744874001442447,0.7339264422635972,0.49696230341713976,0.40005170268051216,0.6986749158184331,0.4442707634912407,0.2311563218201825,0.12575839217360268,0.47900471169063286,0.8531123426153421,0.5067206932656865,0.0
0.5081778455989457,0.22948813173205307,0.7738196114721267,0.5219307467633177,0.41964183568534175,0.704425361863076,0.41005205758557683,0.21580375775525854,0.1335859891013459,0.5540878648534148,0.8789534129101586,0.3978701488852756,0.0
0.47093283690625093,0.23163624895992935,0.8309413676367314,0.5705665069924271,0.4429453335802589,0.6799560159335276,0.3984556850045734,0.2042632049314225,0.13730784649112726,0.6361361818952096,0.8711604650794683,0.2883116404053129,0.0
0.4221803560760482,0.24352744132047816,0.8654047017047204,0.6049197152927118,0.45897822103591185,0.6588025894121624,0.41331441300619054,0.18198889279041333,0.1396791185106172,0.6946633890434842,0.8030218557803412,0.21875097540143967,0.0
0.37224602675604745,0.2425658120046582,0.8839084409193143,0.6114836380744993,0.4739568288938344,0.6447142105330714,0.40345229255522497,0.18611211258938437,0.16282001425562356,0.7184819574054925,0.7176283127942581,0.15436313025120652,0.0
0.33633098917720344,0.24081398811837607,0.8907605875967315,0.6296279333462405,0.484154518959651,0.6198843920743108,0.39828256000832607,0.1819912415342464,0.1842864240678112,0.7388816849283846,0.6438265818488158,0.11750217780539629,0.0
0.34249620184056906,0.2323929539522287,0.9031972577724054,0.6383673395745767,0.48946889717171166,0.6215455607326684,0.3687012022680376,0.19197575156866722,0.2105373650289361,0.7324728070164142,0.6134972238392798,0.0859020086885211,0.0
0.7525005202191857,0.5853898525780796,0.599527584493382,0.442881936131692,0.2695062267598663,0.19572909580226,0.7538532820696544,0.7191442586718557,0.27084085185847945,0.5939408611358277,0.508247580422483,0.3508252960254695,0.0
0.7969444674409916,0.5842842978132502,0.6118609009433252,0.41671992610989556,0.3566321961061181,0.24508067311024684,0.7038521812748806,0.7187708084023962,0.2253108295753204,0.5739029770313129,0.4735583222386566,0.39330881706150905,0.0
0.7835212461990437,0.5509326648175635,0.6251723132480311,0.44809823886461275,0.3649204265407936,0.2505038058197595,0.7016445873920971,0.6830675533957551,0.17878311358412968,0.528699591413108,0.5270062311925444,0.46604751730184796,0.0
0.7097060593788248,0.5538944990577069,0.5638780781956493,0.4798394791608116,0.38918213059288054,0.2658661395424459,0.7257740088343785,0.6517693674480545,0.13560936792404737,0.4559381595433304,0.5830482719564678,0.5342688674560678,0.0
0.6246317631291016,0.5420519463225851,0.6014618734265935,0.5129352788470146,0.36035504192783996,0.36017623576828783,0.7224776288480284,0.5810616087251136,0.12214550133109137,0.4149751667248277,0.6583273389835576,0.5377987565937136,0.0
